categoria,codigo,nombre,precio,costo,existencia_listado,existencia_inicial,codigo_barras,activo,nota
Licores,84692204045,ALIZE WIL PASSION 750ML,1275.00,843.1500,0.00,0.00,084692204045,sí,
Licores,8004747005535,ANTICA SAMBUCA CLASSIC 70CLS.,700.00,480.0000,0.00,0.00,8004747005535,sí,
Licores,796020140504,BARCELO DORADO 750ML,320.00,185.0000,0.00,0.00,796020140504,sí,
Licores,796020100508,BARCELO IMPERIAL 700ML,690.00,683.1200,0.00,0.00,796020100508,sí,
Licores,804884,BOMBAY SAPPHIRE MINIATURA,200.00,114.4000,0.00,0.00,,sí,
Licores,8414771852881,BRANDY NAPOLEON RESERVE 12-70C,600.00,458.3333,0.00,0.00,8414771852881,sí,
Licores,8000040002509,CAMPARI-BITTER 75CL,620.00,412.0000,1.00,1.00,8000040002509,sí,
Licores,8410161711257,CARDENAL MENDOZA BRANDY DE JEREZ,2995.00,2500.0000,0.00,0.00,8410161711257,sí,
Licores,796020010029,CARTA REAL,250.00,175.0000,0.00,0.00,796020010029,sí,
Licores,796020010128,CARTA REAL 350ML,125.00,68.8600,0.00,0.00,796020010128,sí,
Licores,8000020000365,CINZANO BIANCO,540.00,360.0000,2.00,2.00,8000020000365,sí,
Licores,8000020000396,CINZANO ROSE,540.00,358.0000,1.00,1.00,8000020000396,sí,
Licores,796020600022,COLUMBUS BLANCO,320.00,232.4000,0.00,0.00,796020600022,sí,
Licores,796020600008,COLUMBUS RON AÑEJO 750ML,320.00,233.2000,0.00,0.00,796020600008,sí,
Licores,7640171032054,DEWARS MINI,180.00,84.7457,8.00,8.00,7640171032054,sí,
Licores,796020100515,DUBAR IMPERIAL,999.00,738.7000,0.00,0.00,796020100515,sí,
Licores,8410414000466,ERISTOFF VODKA 750ML,600.00,406.1800,0.00,0.00,8410414000466,sí,
Licores,8410557900203,IMPERIAL TOLEDANA CHERRY,230.00,153.3333,0.00,0.00,8410557900203,sí,
Licores,8414771853208,IRISH CREAM 70CL,875.00,473.0000,0.00,0.00,8414771853208,sí,
Licores,8411705100230,LAS LLAVES AVELLANA,200.00,133.0000,0.00,0.00,8411705100230,sí,
Licores,8411705100223,LAS LLAVES MANZANA 70CL,200.00,133.0000,0.00,0.00,8411705100223,sí,
Licores,8411705100216,LAS LLAVES MELOCOTON 70 CL,200.00,133.0000,0.00,0.00,8411705100216,sí,
Licores,811538010801,OUR TEQUILA,1860.00,1124.8900,0.00,0.00,811538010801,sí,
Licores,860012986828,OZAMA RON DOMINICANO . AÑEJO,1500.00,874.0000,1.00,1.00,860012986828,sí,
Licores,860012986811,OZAMA RON DOMINICANO BLANCO,1400.00,806.0000,1.00,1.00,860012986811,sí,
Licores,860012986835,OZAMA RON GRAN AÑEJO 700.M.L,1900.00,1097.4576,2.00,2.00,860012986835,sí,
Licores,8005713144258,ROMANA SAMBUVCA 75 CL,1100.00,705.2700,0.00,0.00,8005713144258,sí,
Licores,888,SOMETHING SPECIAL MINIATURA,100.00,62.5000,0.00,0.00,,sí,
Licores,7640171034058,WHISKY DEWARS CARRIBEAN SMOOTH,1850.00,1105.5700,3.00,3.00,7640171034058,sí,
Vinos y espumantes,8011822008220,50 SFUMATURE PASSERINA BLANCO,950.00,450.0000,3.00,3.00,8011822008220,sí,
Vinos y espumantes,8437003674976,AROMAZ VINO DE LA TIERRA DE,750.00,317.6200,0.00,0.00,8437003674976,sí,
Vinos y espumantes,8436006393006,BRIEGO RESERVA,2000.00,1101.7000,0.00,0.00,8436006393006,sí,
Vinos y espumantes,7804330312108,CABERNET SAUVIGNON 375ML,250.00,165.0000,0.00,0.00,7804330312108,sí,
Vinos y espumantes,854620,CARLOS ROSSI BLUSH 3L,1300.00,211.8642,0.00,0.00,,sí,
Vinos y espumantes,8003030008819,CARUSO BLANCO,450.00,250.0000,0.00,0.00,8003030008819,sí,
Vinos y espumantes,8003030008826,CARUSO TINTO,450.00,250.0000,0.00,0.00,8003030008826,sí,
Vinos y espumantes,7804320303178,CASILLERO DEL DIABLO CARB-SA 750ML,1200.00,762.1300,0.00,0.00,7804320303178,sí,
Vinos y espumantes,7804320985633,CASILLERO DEL DIABLO MERLOT 750ML,1150.00,685.0000,5.00,5.00,7804320985633,sí,
Vinos y espumantes,7804320301174,CASILLERO DEL DIABLO SAV-BLAN,650.00,586.1600,0.00,0.00,7804320301174,sí,
Vinos y espumantes,7804320510170,CASILLERO DEL DIABLO SHIRAZ,850.00,550.0000,0.00,0.00,7804320510170,sí,
Vinos y espumantes,8420209032510,CASTILLO DE ROSSI,600.00,319.0000,9.00,9.00,8420209032510,sí,
Vinos y espumantes,8420209039007,CASTILLO DE ROSSI WHITE WINE,650.00,320.0000,4.00,4.00,8420209039007,sí,
Vinos y espumantes,8420209032527,CASTILLO ROSSI ROSADO,650.00,319.0000,7.00,7.00,8420209032527,sí,
Vinos y espumantes,8008513064016,CELEBRATION SPUMANTE ROSE,350.00,200.8200,0.00,0.00,8008513064016,sí,
Vinos y espumantes,7804330004614,COLECCION PRIVADA SANTA RITA,700.00,496.0000,0.00,0.00,7804330004614,sí,
Vinos y espumantes,7804320046044,CONCHA Y TORO CABERT 375ML,180.00,124.0000,0.00,0.00,7804320046044,sí,
Vinos y espumantes,7804320688480,CONCHA Y TORO CABERT 375ML,210.00,150.0000,0.00,0.00,7804320688480,sí,
Vinos y espumantes,7804320384382,CONCHA Y TORO SERIE RIBERAS GRAN,1100.00,733.3300,0.00,0.00,7804320384382,sí,
Vinos y espumantes,8012769232037,DOLCE GIULIETTA,825.00,488.7000,0.00,0.00,8012769232037,sí,
Vinos y espumantes,7804320520162,DULZINO MOSCATO 750 ML,750.00,305.4400,0.00,0.00,7804320520162,sí,
Vinos y espumantes,7804320523958,DULZINO ROSADO,400.00,304.1700,0.00,0.00,7804320523958,sí,
Vinos y espumantes,7804320574707,DULZINO SWEET RED,450.00,305.4383,0.00,0.00,7804320574707,sí,
Vinos y espumantes,8425021000068,ELEMENTOS TEMPRANILLO,550.00,325.0000,0.00,0.00,8425021000068,sí,
Vinos y espumantes,8425021000051,ELEMENTOS VINO BLANCO,1000.00,325.0000,0.00,0.00,8425021000051,sí,
Vinos y espumantes,8425021000075,ELEMENTOS VINO TIERRA TINTO,800.00,325.0000,0.00,0.00,8425021000075,sí,
Vinos y espumantes,7804345003145,FRESITA CHAMPAGNF 750ML,615.00,495.0000,0.00,0.00,7804345003145,sí,
Vinos y espumantes,7804345001882,FRESITA CHAMPAÑET 200ML,250.00,150.0000,0.00,0.00,7804345001882,sí,
Vinos y espumantes,7804320628165,FRONTERA AFTER MIDNIGHT CONCHA Y,900.00,529.9500,5.00,5.00,7804320628165,sí,
Vinos y espumantes,7804320559001,FRONTERA CABERNET SAUVIGNON,900.00,529.9500,9.00,9.00,7804320559001,sí,
Vinos y espumantes,7804320642277,FRONTERA CHARDONAL 750ML,550.00,325.0000,1.00,1.00,7804320642277,sí,
Vinos y espumantes,7804320706009,FRONTERA MERLOT 750ML,750.00,408.4745,1.00,1.00,7804320706009,sí,
Vinos y espumantes,7804320483115,FRONTERA MERLOT ROSE 750ML,650.00,368.6400,0.00,0.00,7804320483115,sí,
Vinos y espumantes,7804320556000,FRONTERA SAUVIGNON BLANCO 750ML,600.00,388.4100,0.00,0.00,7804320556000,sí,
Vinos y espumantes,7804320269160,FRONTERA SHIRAZ CONCHA Y TORO 750,550.00,350.0000,0.00,0.00,7804320269160,sí,
Vinos y espumantes,7804320626994,FRONTERA SWEET RED,850.00,475.0000,4.00,4.00,7804320626994,sí,
Vinos y espumantes,7804300010645,GATO BLANCO S. BLACK,380.00,253.0000,0.00,0.00,7804300010645,sí,
Vinos y espumantes,7804300010638,GATO NEGRO CABERNET SAUVIGÑON,360.00,240.0000,0.00,0.00,7804300010638,sí,
Vinos y espumantes,7804300120603,GATO NEGRO MERLOT,380.00,253.0000,0.00,0.00,7804300120603,sí,
Vinos y espumantes,7804300123697,GATO NEGRO SHIRAZ,225.00,150.0000,0.00,0.00,7804300123697,sí,
Vinos y espumantes,8414606856534,GIK LIVE VINO,1100.00,500.0000,1.00,1.00,8414606856534,sí,
Vinos y espumantes,8437007129984,GIMENEZ DE TAU TINTO,800.00,430.0000,0.00,0.00,8437007129984,sí,
Vinos y espumantes,8410351000000,GLORIOSO SELECCION ESPECIAL 100,1500.00,933.3333,0.00,0.00,8410351000000,sí,
Vinos y espumantes,8003030993177,ITRIGO NERO DE AVOLA,850.00,450.0000,0.00,0.00,8003030993177,sí,
Vinos y espumantes,8011822009975,KUNEN ROSSO CONERO,750.00,450.0000,0.00,0.00,8011822009975,sí,
Vinos y espumantes,8411079501930,LA GAITA SIDRA,210.00,127.1000,0.00,0.00,8411079501930,sí,
Vinos y espumantes,8411079381037,LA GAITA SIDRA ROSADA,210.00,127.1000,0.00,0.00,8411079381037,sí,
Vinos y espumantes,8410869450014,MARQUES DE RISCAL RIOJA RESERVAS,2125.00,1475.0000,0.00,0.00,8410869450014,sí,
Vinos y espumantes,8410869451240,MARQUEZ DEL RISCAL PROXIMO RIOJO,800.00,222.4583,0.00,0.00,8410869451240,sí,
Vinos y espumantes,8410866430019,MARQUEZ DEL RISCAL RUEDA BLANCO,850.00,531.0000,0.00,0.00,8410866430019,sí,
Vinos y espumantes,8410866430477,MARQUEZ DEL RISCAL TEMPRANILLO 750,850.00,572.0400,0.00,0.00,8410866430477,sí,
Vinos y espumantes,8001540002228,MASCHINO PROSECCO,985.00,655.0000,0.00,0.00,8001540002228,sí,
Vinos y espumantes,7804330121205,MEDLLA REAL GRAN RESERVA,1525.00,1016.0000,0.00,0.00,7804330121205,sí,
Vinos y espumantes,8414771620022,MIGUEL DE MARCH 750ML,280.00,186.5000,0.00,0.00,8414771620022,sí,
Vinos y espumantes,8412424325225,MONT-BLAU SEKT SIDRA,250.00,131.2500,0.00,0.00,8412424325225,sí,
Vinos y espumantes,7804449104014,MORANDE PIONERO CABERNET,490.00,301.7200,0.00,0.00,7804449104014,sí,
Vinos y espumantes,7804449104021,MORANDE PIONERO MERLOT,495.00,301.7200,0.00,0.00,7804449104021,sí,
Vinos y espumantes,7804449103017,MORANDE RESERVA CABERNET,695.00,452.5800,0.00,0.00,7804449103017,sí,
Vinos y espumantes,7804449103024,MORANDE RESERVA MERLOT 2009,695.00,452.5800,0.00,0.00,7804449103024,sí,
Vinos y espumantes,8414542100104,MUGA RESERVA,2700.00,1052.0000,1.00,1.00,8414542100104,sí,
Vinos y espumantes,7804320485515,PALO ALTO RESERV. MERLOT,1000.00,0.0000,0.00,0.00,7804320485515,sí,
Vinos y espumantes,8437008952147,PASION BLUE,1000.00,450.0000,1.00,1.00,8437008952147,sí,
Vinos y espumantes,8000428026257,PERLINO,750.00,432.0000,0.00,0.00,8000428026257,sí,
Vinos y espumantes,8420342001039,PROTOS CRIANZA 2004 750ML,1700.00,1420.8300,0.00,0.00,8420342001039,sí,
Vinos y espumantes,8420342001022,PROTOS RESERVAS 2009 RIVERA DEL,3200.00,2225.0000,0.00,0.00,8420342001022,sí,
Vinos y espumantes,8420342002012,PROTOS ROBLE RIVERA DUERO,1300.00,872.2050,0.00,0.00,8420342002012,sí,
Vinos y espumantes,8420342203013,PROTOS VERDEJO,975.00,626.6800,0.00,0.00,8420342203013,sí,
Vinos y espumantes,8420209040706,PYA RED BLEND,780.00,472.3800,0.00,0.00,8420209040706,sí,
Vinos y espumantes,80516130545,RIUNITE STRAWBERRY 750ML,390.00,260.0000,0.00,0.00,080516130545,sí,
Vinos y espumantes,7804350596366,SANTA CAROLINA BLANCO RESERVAS,670.00,468.2200,0.00,0.00,7804350596366,sí,
Vinos y espumantes,7804350600148,SANTA CAROLINA CABERNET S.375ML,220.00,182.0000,0.00,0.00,7804350600148,sí,
Vinos y espumantes,7804350596335,SANTA CAROLINA CABERNET S.750ML,600.00,470.8334,0.00,0.00,7804350596335,sí,
Vinos y espumantes,7804350600391,SANTA CAROLINA CABERNET S.MERL,420.00,240.1133,0.00,0.00,7804350600391,sí,
Vinos y espumantes,7804350701364,SANTA CAROLINA CABERNET SA-PQ,160.00,113.0000,0.00,0.00,7804350701364,sí,
Vinos y espumantes,7804350174700,SANTA CAROLINA CABERT-ROSE,500.00,338.9833,0.00,0.00,7804350174700,sí,
Vinos y espumantes,7804350600285,SANTA CAROLINA CARB SAUVIGNON,230.00,167.0000,0.00,0.00,7804350600285,sí,
Vinos y espumantes,7804350596342,SANTA CAROLINA CHARDONNAY,430.00,323.0000,0.00,0.00,7804350596342,sí,
Vinos y espumantes,7804350008661,SANTA CAROLINA GRA RESERVA,1590.00,961.8600,0.00,0.00,7804350008661,sí,
Vinos y espumantes,7804350600384,SANTA CAROLINA GRAN RESERVA 750ML,1100.00,866.6666,0.00,0.00,7804350600384,sí,
Vinos y espumantes,7804350701661,SANTA CAROLINA GRAN RESERVAS,1200.00,841.6667,0.00,0.00,7804350701661,sí,
Vinos y espumantes,7804350600353,SANTA CAROLINA MERLOT,765.00,462.5730,3.00,3.00,7804350600353,sí,
Vinos y espumantes,7804350000054,SANTA CAROLINA PREMIO 750 ML,825.00,448.0000,6.00,6.00,7804350000054,sí,
Vinos y espumantes,7804350000061,SANTA CAROLINA PREMIO BLANCO,425.00,308.3334,2.00,2.00,7804350000061,sí,
Vinos y espumantes,7804350596359,SANTA CAROLINA RESERVA CABERNET,1050.00,625.3500,0.00,0.00,7804350596359,sí,
Vinos y espumantes,7804350600070,SANTA CAROLINA S. B. SEMILLON,475.00,240.0000,4.00,4.00,7804350600070,sí,
Vinos y espumantes,7804350596328,SANTA CAROLINA SAUVIGNON BLANC,450.00,314.2650,0.00,0.00,7804350596328,sí,
Vinos y espumantes,7804350600155,SANTA CAROLINA SAUVIGNON BLANC,195.00,122.0000,0.00,0.00,7804350600155,sí,
Vinos y espumantes,7804350000528,SANTA CAROLINA SYRAH VARIETAL,500.00,378.5320,0.00,0.00,7804350000528,sí,
Vinos y espumantes,784350600391,SANTA CAROLINA VISTAÑA C.,350.00,258.6200,0.00,0.00,784350600391,sí,
Vinos y espumantes,7804350600360,SANTA CXAROLINA MERLOT RESERVA,0.00,446.1000,0.00,0.00,7804350600360,NO,precio 0.00
Vinos y espumantes,7804330983445,SANTA RITA 120 1/2 CABERNET,200.00,125.0000,0.00,0.00,7804330983445,sí,
Vinos y espumantes,7804330983438,SANTA RITA 120 1/2 SAUVIGNON BANC,175.00,460.4500,0.00,0.00,7804330983438,sí,
Vinos y espumantes,7804330321209,SANTA RITA 120 SAUVIGNON BLANC,900.00,549.9300,0.00,0.00,7804330321209,sí,
Vinos y espumantes,7804330311101,SANTA RITA CABERNET SAUVIGNON,1050.00,623.4600,5.00,5.00,7804330311101,sí,
Vinos y espumantes,7804330351206,SANTA RITA CHARDONNAY 750ML,495.00,349.5766,0.00,0.00,7804330351206,sí,
Vinos y espumantes,7804330111107,SANTA RITA MEDALLA REAL 750ML,1450.00,965.7483,0.00,0.00,7804330111107,sí,
Vinos y espumantes,7804330341108,SANTA RITA MERLOT 750ML,950.00,549.9300,2.00,2.00,7804330341108,sí,
Vinos y espumantes,7804330221202,SANTA RITA RESERVA BLANCO 750ML,1300.00,670.9042,0.00,0.00,7804330221202,sí,
Vinos y espumantes,7804330211104,SANTA RITA RESERVA CABERT 750M,1300.00,840.0000,0.00,0.00,7804330211104,sí,
Vinos y espumantes,7804330001835,SANTA RITA RESERVA SYRAH 750ML,1100.00,681.6700,0.00,0.00,7804330001835,sí,
Vinos y espumantes,7804330212101,SANTA RITA RESERVAS CAVERNET,1100.00,681.6700,0.00,0.00,7804330212101,sí,
Vinos y espumantes,7804330211203,SANTA RITA RESERVAS-MERLOT 750ML,1050.00,681.6700,0.00,0.00,7804330211203,sí,
Vinos y espumantes,7804330361106,SANTA RITA ROSADO CABERT 750ML,800.00,456.7700,0.00,0.00,7804330361106,sí,
Vinos y espumantes,7804330322206,SANTA RITA SAUVIGNON BLANC 375ML,195.00,130.0000,0.00,0.00,7804330322206,sí,
Vinos y espumantes,7804330001088,SANTA RITA SHIRAZ 750ML,350.00,230.0000,0.00,0.00,7804330001088,sí,
Vinos y espumantes,7804330006724,SANTA RITA TRES MEDALLAS,570.00,385.0000,0.00,0.00,7804330006724,sí,
Vinos y espumantes,7804330006717,SANTA RITA TRES MEDALLAS CABERNET,670.00,385.0000,0.00,0.00,7804330006717,sí,
Vinos y espumantes,8004385032207,SANTEROFRAGOLA,750.00,486.0000,0.00,0.00,8004385032207,sí,
Vinos y espumantes,8410428330047,SEGURA VIUDA RESERVA CAVA,1050.00,935.0000,0.00,0.00,8410428330047,sí,
Vinos y espumantes,8411079391012,SIDRA EL GAITERO 70CL,160.00,102.5000,0.00,0.00,8411079391012,sí,
Vinos y espumantes,8413481014206,SIDRA EL MAYU MANZANA ROSEE,175.00,91.8083,0.00,0.00,8413481014206,sí,
Vinos y espumantes,8410635004014,SIDRA JAI-ALAI,225.00,154.1666,0.00,0.00,8410635004014,sí,
Vinos y espumantes,8410635001013,SIDRA JAI-ALAI 25ML,50.00,20.0000,0.00,0.00,8410635001013,sí,
Vinos y espumantes,8011822007032,SOLEIL ROSADO,650.00,300.0000,1.00,1.00,8011822007032,sí,
Vinos y espumantes,8011822009036,SOLEIL TINTO,650.00,300.0000,4.00,4.00,8011822009036,sí,
Vinos y espumantes,8008513003756,SPERONE CHILL ESPUMANTE,550.00,347.6725,0.00,0.00,8008513003756,sí,
Vinos y espumantes,8008513008058,SPERONE CHILL ESPUMANTE ROSE,550.00,347.6725,0.00,0.00,8008513008058,sí,
Vinos y espumantes,8008513008485,SPRITZ APERITIVO,755.00,457.3100,0.00,0.00,8008513008485,sí,
Vinos y espumantes,8003030991418,SYRAH SICILIANO,950.00,325.0000,2.00,2.00,8003030991418,sí,
Vinos y espumantes,8437015144115,TAOZ RESERVA,950.00,550.0000,0.00,0.00,8437015144115,sí,
Vinos y espumantes,8437015144306,TAOZ ROSADO,900.00,495.0000,0.00,0.00,8437015144306,sí,
Vinos y espumantes,8410702010344,VALDEPLATA CABERNET SAUVIGNON,225.00,112.7688,0.00,0.00,8410702010344,sí,
Vinos y espumantes,8410702010399,VALDEPLATA VINO,395.00,300.0000,0.00,0.00,8410702010399,sí,
Vinos y espumantes,8424718113111,VALDRUERO CRIANZA 750ML,1400.00,827.0000,0.00,0.00,8424718113111,sí,
Vinos y espumantes,8427894026503,VEGA ROBLEDO RED,450.00,264.1200,1.00,1.00,8427894026503,sí,
Vinos y espumantes,8427894026497,VEGA ROBLEDO ROSA,450.00,264.1200,1.00,1.00,8427894026497,sí,
Vinos y espumantes,8427021000352,VEGADULCE CAVA,550.00,311.0000,1.00,1.00,8427021000352,sí,
Vinos y espumantes,8413004050117,VERRUGON ROSADO VINO 750ML,495.00,130.0000,0.00,0.00,8413004050117,sí,
Vinos y espumantes,8437007129953,VICIOUS 2020 BLANCO 750ML,1600.00,944.0000,1.00,1.00,8437007129953,sí,
Vinos y espumantes,8437007129939,VICIOUS 2020 TINTO 750ML,2100.00,1020.0000,1.00,1.00,8437007129939,sí,
Vinos y espumantes,8004385030395,VILLA JOLANDA,930.00,630.0000,0.00,0.00,8004385030395,sí,
Vinos y espumantes,796020310501,VINO MOSCATEL CABALLO BLANCO,160.00,106.2500,0.00,0.00,796020310501,sí,
Vinos y espumantes,8410388003531,VINO MURVIEDRO COLECCION PETIT,800.00,532.6500,2.00,2.00,8410388003531,sí,
Vinos y espumantes,7804320288826,VINO PALO ALTO BLANCO,900.00,529.6600,0.00,0.00,7804320288826,sí,
Vinos y espumantes,7804320214085,VINO PALO ALTO CABERNET SAUVIGNON,900.00,533.1900,0.00,0.00,7804320214085,sí,
Vinos y espumantes,818838009818,VINO TETICA CABERNET SAUVIGNON,1100.00,516.9491,3.00,3.00,818838009818,sí,
Vinos y espumantes,818838009825,VINO TETICA MERLOT,1100.00,516.9491,3.00,3.00,818838009825,sí,
Vinos y espumantes,8420209028520,VIRTUOSO CABERNET SAUVIGNON,300.00,167.7500,0.00,0.00,8420209028520,sí,
Vinos y espumantes,8420209028506,VIRTUOSO CHARDONAY,300.00,167.7500,0.00,0.00,8420209028506,sí,
Vinos y espumantes,8420209028537,VIRTUOSO MERLOT,300.00,167.7500,0.00,0.00,8420209028537,sí,
Vinos y espumantes,8420209028513,VIRTUOSO TEMPRANILLO ROSADO,300.00,167.7500,0.00,0.00,8420209028513,sí,
Vinos y espumantes,7804320169699,VIÑA MAIPO MERLOT,425.00,275.2600,0.00,0.00,7804320169699,sí,
Vinos y espumantes,7804320063010,VIÑA MAIPO SAUVIGNON,650.00,388.0000,0.00,0.00,7804320063010,sí,
Vinos y espumantes,839743001483,YELLOW BIG BOLD RED,850.00,585.0043,0.00,0.00,839743001483,sí,
Premix y cócteles,764009045577,ADAN Y EVA FRUTO ROJOS,140.00,76.9800,0.00,0.00,764009045577,sí,
Premix y cócteles,764009024497,BAMBBOO DAIQUIRI FRESA 350.ML,150.00,81.4900,0.00,0.00,764009024497,sí,
Premix y cócteles,764009011671,BAMBBOO MOJITO 350.ML,150.00,81.4900,0.00,0.00,764009011671,sí,
Premix y cócteles,764009047984,BAMBOO PIÑA COLADA .350.ML,150.00,81.4900,-1.00,0.00,764009047984,sí,
Premix y cócteles,850035474082,BUZZ BALK CHILI MANGO,310.00,172.1398,2.00,2.00,850035474082,sí,
Premix y cócteles,850035474037,BUZZ BALK CHOC TEASE,310.00,172.1398,21.00,21.00,850035474037,sí,
Premix y cócteles,850035474068,BUZZ BALK ESPRESO MARTINI,310.00,172.1398,22.00,22.00,850035474068,sí,
Premix y cócteles,850035474051,BUZZ BALK LOTTA COLADA,310.00,172.1398,27.00,27.00,850035474051,sí,
Premix y cócteles,850035474464,BUZZ BALK PASSIONFRUIT MARTINI,310.00,172.1398,25.00,25.00,850035474464,sí,
Premix y cócteles,850035474105,BUZZ BALK STRAWBERRY RITA,310.00,172.1398,-3.00,0.00,850035474105,sí,
Premix y cócteles,850035474006,BUZZ BALK TEQUILA RITA,310.00,172.1398,26.00,26.00,850035474006,sí,
Premix y cócteles,849806002319,FOUR LOKO BLUE,360.00,204.0960,0.00,0.00,849806002319,sí,
Premix y cócteles,849806001756,FOUR LOKO GOLD,360.00,204.0960,1.00,1.00,849806001756,sí,
Premix y cócteles,849806001855,FOUR LOKO GREEN,360.00,204.0960,7.00,7.00,849806001855,sí,
Premix y cócteles,849806003859,FOUR LOKO MANGO,320.00,190.6700,0.00,0.00,849806003859,sí,
Premix y cócteles,849806004962,FOUR LOKO MARACUYA,360.00,204.0960,4.00,4.00,849806004962,sí,
Premix y cócteles,849806001220,FOUR LOKO PONCHE DE FRUTAS,360.00,204.0960,2.00,2.00,849806001220,sí,
Premix y cócteles,849806002746,FOUR LOKO PURPLE,360.00,204.0960,0.00,0.00,849806002746,sí,
Premix y cócteles,849806001206,FOUR LOKO SANDIA,360.00,204.0960,2.00,2.00,849806001206,sí,
Premix y cócteles,849806005754,FOUR LOKO WHITE,360.00,204.0960,0.00,0.00,849806005754,sí,
Premix y cócteles,7898605253012,MIKES JUGO DE LIMON Y VODKA,120.00,56.6500,1.00,1.00,7898605253012,sí,
Refrescos y energizantes,780380,7UP LATA,55.00,28.2400,0.00,0.00,,sí,
Refrescos y energizantes,830207000707,CICLON GRANDE,150.00,87.5700,2.00,2.00,830207000707,sí,
Refrescos y energizantes,830207010706,CICLON PEQUENO,115.00,67.0903,31.00,31.00,830207010706,sí,
Refrescos y energizantes,830207000301,CICLON X2 16.6 ONZ GRANDE,160.00,91.8079,37.00,37.00,830207000301,sí,
Refrescos y energizantes,815934000107,COCO RICO 12OZ LATA,45.00,17.3400,0.00,0.00,815934000107,sí,
Refrescos y energizantes,789120,CRUSH GRAPE REFRESCO LATA,35.00,21.5833,0.00,0.00,,sí,
Refrescos y energizantes,783150,DR PEPPER 12 OZ. LATA,70.00,40.9600,-1.00,0.00,,sí,
Refrescos y energizantes,790330050508,FIRE ENERGY UP. DRINK,50.00,20.0000,0.00,0.00,790330050508,sí,
Refrescos y energizantes,8053626292788,GO & FUN GREEN ENERGY DRINK,80.00,58.0000,0.00,0.00,8053626292788,sí,
